ID,LAT,LON,Location,state,tz
[HIF],41.12,111.97,Hill AFB,UT,-7
[LGU],41.78,111.85,Logan,UT,-7
[MLF],38.72,113.03,Milford,UT,-7
[CNY],38.77,109.75,Moab,UT,-7
[OGD],41.18,112.02,Ogden,UT,-7
[PUC],39.62,110.75,Price/Carbon,UT,-7
[PVU],40.22,111.72,Provo,UT,-7
[U67],40.5,110.63,Roosevelt,UT,-7
[SGU],37.08,113.6,Saint George,UT,-7
[SLC],40.78,111.97,Salt Lake Ct,UT,-7
[T62],40.17,112.2,Tooele,UT,-7
[VEL],40.45,109.52,Vernal,UT,-7
[ENV],41.22,114.05,Wendover,UT,-7
[BTV],44.47,73.15,Burlington,VT,-5
[MPV],44.2,72.57,Montpelier,VT,-5
[EFK],45.55,72.33,Newport,VT,-5
[RUT],43.53,73.95,Rutland,VT,-5
[9B2],44.42,72.02,St Johnsbury,VT,-5
[MNW],42.88,72.88,Wilmington,VT,-5
[CHO],38.13,78.45,Charlottesvi,VA,-5
[W39],37.5,76.2,Chesapeake,VA,-5
[DAN],36.57,79.33,Danville,VA,-5
[DAA],38.72,77.18,Fort Belvoir,VA,-5
[FAF],37.13,76.62,Fort Eustis,VA,-5
[HSP],37.95,79.82,Hot Springs,VA,-5
[LFI],37.08,76.37,Langley AFB,VA,-5
[LYH],37.33,79.2,Lynchburg,VA,-5
[PHF],37.13,76.5,Newport News,VA,-5
[NGU],36.93,76.28,Norfolk NAS,VA,-5
[ORF],36.9,76.2,Norfolk Rgnl,VA,-5
[NTU],36.82,76.03,Oceana NAS,VA,-5
[NYG],38.5,77.3,Quantico Mca,VA,-5
[RIC],37.5,77.33,Richmond,VA,-5
[ROA],37.32,79.97,Roanoke Muni,VA,-5
[SHD],38.27,78.85,Staunton,VA,-5
[VQN],36.95,78.98,Volens,VA,-5
[WAL],37.85,75.48,Wallops Sta,VA,-5
[BLI],48.8,122.53,Bellingham,WA,-8
[PWT],47.48,122.77,Bremerton,WA,-8
[75S],48.5,122.33,Burlington,WA,-8
[63S],48.88,118.47,Colville,WA,-8
[EPH],47.32,119.52,Ephrata,WA,-8
[PAE],47.92,122.28,Everet/Paine,WA,-8
[SKA],47.62,117.65,Fairchild,WA,-8
[GRF],47.08,122.58,Fort Lewis,WA,-8
[HMS],46.57,119.6,Hanford,WA,-8
[HQM],46.97,123.97,Hoquiam,WA,-8
[TCM],47.15,122.48,Mcchord AFB,WA,-8
[MWH],47.2,119.32,Moses Lake,WA,-8
[76S],48.25,122.68,Oak Harbor,WA,-8
[OLM],46.97,122.9,Olympia,WA,-8
[4OM],48.42,119.53,Omak,WA,-8
[PSC],46.27,119.12,Pasco,WA,-8
[CLM],48.12,123.5,Port Angeles,WA,-8
[NOW],48.22,123.67,Port Angeles,WA,-8
[PUW],46.75,117.12,Pullman,WA,-8
[UIL],47.95,124.55,Quillayute,WA,-8
[RNT],47.5,122.22,Renton,WA,-8
[SEA],47.45,122.3,Seattle,WA,-8
[BFI],47.53,122.3,Seattle/Boeing,WA,-8
[SHN],47.25,123.15,Shelton,WA,-8
[GEG],47.63,117.53,Spokane,WA,-8
[SFF],47.67,117.33,Spokane,WA,-8
[SMP],47.28,121.33,Stampede Pas,WA,-8
[TIW],47.27,122.58,Tacoma,WA,-8
[TDO],46.48,122.8,Toledo,WA,-8
[ALW],46.1,118.28,Walla Walla,WA,-8
[EAT],47.4,120.2,Wenatchee,WA,-8
[NUW],48.35,122.65,Whidbey Is,WA,-8
[YKM],46.57,120.53,Yakima,WA,-8
[BKW],37.78,81.12,Beckley,WV,-5
[BLF],37.3,81.22,Bluefield,WV,-5
[CRW],38.37,81.6,Charleston,WV,-5
[CKB],39.28,80.23,Clarksburg,WV,-5
[EKN],38.88,79.85,Elkins,WV,-5
[HTS],38.37,82.55,Huntington,WV,-5
[LWB],37.87,80.4,Lewisburg,WV,-5
[MRB],39.4,77.98,Martinsburg,WV,-5
[MGW],39.65,79.92,Morgantown,WV,-5
[PKB],39.35,81.43,Parkersburg,WV,-5
[HLG],40.18,80.65,Wheeling,WV,-5
[SSU],37.46,80.2,White Sulph,WV,-5
[ATW],44.25,88.52,Appleton,WI,-6
[EAU],44.87,91.48,Eau Claire,WI,-6
[GRB],44.48,88.13,Green Bay,WI,-6
[JVL],42.62,89.03,Janesville,WI,-6
[LSE],43.87,91.25,La Crosse,WI,-6
[LNR],43.2,90.18,Lone Rock,WI,-6
[MSN],43.13,89.33,Madison,WI,-6
[MTW],44.13,87.67,Manitowac,WI,-6
[MKE],42.95,87.9,Milwaukee,WI,-6
[MWC],43.12,88.05,Milwaukee,WI,-6
[CWA],44.78,89.67,Mosinee,WI,-6
[EEW],44.22,88.53,Neenah,WI,-6
[OSH],44,88.57,Oshkosh,WI,-6
[RHI],45.63,89.45,Rhinelander,WI,-6
[RIE],45.48,91.72,Rice Lake,WI,-6
[VOK],43.93,90.27,Volk Fld,WI,-6
[AUW],44.92,89.62,Wausau,WI,-6
[BPI],42.57,110.1,Big Piney,WY,-7
[CPR],42.92,106.47,Casper,WY,-7
[CYS],41.15,104.82,Cheyenne,WY,-7
[COD],44.52,109.02,Cody,WY,-7
[4DG],42.75,105.38,Douglas,WY,-7
[EVW],41.33,111,Evanston,WY,-7
[GCC],44.35,105.53,Gillette,WY,-7
[JAC],43.6,110.73,Jackson,WY,-7
[LND],42.82,108.73,Lander,WY,-7
[LAR],41.32,105.68,Laramie,WY,-7
[4MC],44.35,104.81,Moorcroft,WY,-7
[RWL],41.8,107.2,Rawlins,WY,-7
[RIW],43.05,108.45,Riverton,WY,-7
[RKS],41.6,109.07,Rock Springs,WY,-7
[SHR],44.77,106.97,Sheridan,WY,-7
[WRL],43.97,107.97,Worland,WY,-7
[P60],44.55,110.42,Yellowstone,WY,-7
