ID,LAT,LON,Location,state,tz
[1G7],28.78,89.05,Missippi Can,LA,-6
[MLU],32.52,92.05,Monroe,LA,-6
[PTN],29.7,91.2,Morgan City,LA,-6
[ARA],30.03,91.88,New Iberia,LA,-6
[MSY],29.98,90.25,New Orleans,LA,-6
[NBG],29.83,90.02,New Orleans,LA,-6
[NEW],30.03,90.03,New Orleans,LA,-6
[7R8],28.3,91.98,S Marsh Isl,LA,-6
[DTN],32.52,93.75,Shreveport,LA,-6
[SHV],32.47,93.82,Shreveport,LA,-6
[SIL],30.35,89.82,Slidel,LA,-6
[AUG],44.32,69.8,Augusta,ME,-5
[BGR],44.8,68.82,Bangor,ME,-5
[BHB],44.45,68.37,Bar Harbor,ME,-5
[NHZ],43.88,69.93,Brunswick,ME,-5
[CAR],46.87,68.02,Caribou Mun,ME,-5
[3B1],45.45,69.55,Greenville,ME,-5
[6B2],45.78,69.63,Greenville,ME,-5
[HUL],46.13,67.78,Houlton,ME,-5
[LIZ],46.95,67.88,Loring AFB,ME,-5
[PWM],43.65,70.32,Portland,ME,-5
[PQI],46.68,68.05,Presque Isle,ME,-5
[RKD],44.07,69.12,Rockland,ME,-5
[RUM],44.88,70.88,Rumford,ME,-5
[ADW],38.82,76.87,Andrews AFB,MD,-5
[BAL],39.18,76.67,Baltimore,MD,-5
[BWI],39.18,76.67,Baltimore,MD,-5
[MTN],39.33,76.42,Baltimore,MD,-5
[FME],39.08,76.77,Fort Meade,MD,-5
[HGR],39.7,77.72,Hagerstown,MD,-5
[N80],38.55,75.13,Ocean City,MD,-5
[NHK],38.28,76.4,Patuxent,MD,-5
[APG],39.47,76.17,Phillips,MD,-5
[SBY],38.33,75.5,Salisbury,MD,-5
[BED],42.47,71.28,Bedford,MA,-5
[BVY],42.58,70.92,Beverly,MA,-5
[BOS],42.37,71.03,Boston,MA,-5
[30B],41.78,70.5,Cape Cod Can,MA,-5
[CHH],41.67,69.97,Chatham,MA,-5
[AYE],42.57,71.6,Fort Devens,MA,-5
[HYA],41.67,70.28,Hyannis,MA,-5
[LWM],42.72,71.12,Lawrence,MA,-5
[MVY],41.4,70.62,Marthas Vine,MA,-5
[ACK],41.25,70.07,Nantucket,MA,-5
[EWB],41.68,70.97,New Bedford,MA,-5
[OWD],42.18,71.18,Norwood,MA,-5
[FMH],41.65,70.52,Otis ANGB,MA,-5
[PSF],42.26,73.18,Pittsfield,MA,-5
[NZW],42.15,70.93,S Weymouth,MA,-5
[BAF],42.17,72.72,Westfield,MA,-5
[CEF],42.2,72.53,Westover,MA,-5
[ORH],42.27,71.87,Worcester,MA,-5
[APN],45.07,83.57,Alpena,MI,-5
[ARB],42.22,83.75,Ann Arbor,MI,-5
[BTL],42.3,85.23,Battle Creek,MI,-5
[BEH],42.13,86.43,Benton Harbor,MI,-5
[CIU],46.25,84.47,Chippewa,MI,-5
[C10],43.07,85.95,Coopersville,MI,-5
[P59],47.47,87.85,Copper Harb,MI,-5
[DET],42.42,83.02,Detroit,MI,-5
[DTW],42.23,83.33,Detroit,MI,-5
[ESC],45.73,87.08,Escanaba,MI,-5
[FNT],42.97,83.75,Flint/Bishop,MI,-5
[GRR],42.88,85.52,Grand Rapids,MI,-5
[CMX],47.17,88.5,Hancock,MI,-5
[P58],43.83,82.53,Harbor Beach,MI,-5
[HTL],44.37,84.68,Houghton Lake,MI,-5
[IMT],45.82,88.12,Iron Mtn,MI,-5
[IWD],46.53,90.13,Ironwood,MI,-5
[JXN],42.27,84.47,Jackson,MI,-5
[AZO],42.23,85.55,Kalamazoo,MI,-5
[LAN],42.77,84.6,Lansing,MI,-5
[MBL],44.27,86.25,Manistee,MI,-5
[MQT],46.88,87.95,Marquette,MI,-5
[MNM],45.12,87.63,Menominee,MI,-5
[MKG],43.17,86.25,Muskegon,MI,-5
[PLN],45.57,84.8,Pellston,MI,-5
[PTK],42.67,83.42,Pontiac,MI,-5
[MBS],43.53,84.08,Saginaw,MI,-5
[SSM],46.47,84.37,Sault Ste M,MI,-5
[SAW],46.35,87.4,Sawyer AFB,MI,-5
[MTC],42.62,82.83,Selfridge,MI,-5
[P75],45.92,85.92,Seul Choix,MI,-5
[TVC],44.73,85.58,Traverse Cty,MI,-5
[OSC],44.45,83.4,Wurtsmith,MI,-5
[YIP],42.23,83.53,Ypsilanti,MI,-5
[AEL],43.68,93.37,Albert Lea,MN,-6
[AXN],45.87,95.38,Alexandria,MN,-6
[BJI],47.5,94.93,Bemidji Muni,MN,-6
[BRD],46.4,94.13,Brainerd-Crw,MN,-6
[DTL],46.82,95.88,Detroit Laks,MN,-6
[DLH],46.83,92.18,Duluth,MN,-6
[ELO],47.9,91.82,Ely,MN,-6
[FRM],43.65,94.42,Fairmont,MN,-6
[FFM],46.3,96.07,Fergus Falls,MN,-6
[GPZ],47.22,93.52,Grand Rapids,MN,-6
[HIB],47.38,92.85,Hibbing,MN,-6
[INL],48.57,93.38,Intl Falls,MN,-6
[Y69],45.13,94.52,Litchfield,MN,-6
[MKT],44.22,93.92,Mankato,MN,-6
[MML],44.45,95.82,Marshall Arpt,MN,-6
[FCM],44.83,93.47,Minneapolis,MN,-6
[MIC],45.07,93.38,Minneapolis,MN,-6
[MSP],44.88,93.22,Minneapolis,MN,-6
[PKD],46.9,95.07,Park Rapids,MN,-6
[P39],46.6,94.32,Pequot Lake,MN,-6
[RWF],44.55,95.08,Redwood Falls,MN,-6
[RST],43.92,92.5,Rochester,MN,-6
[STP],44.93,93.05,Saint Paul,MN,-6
[STC],45.55,94.07,St Cloud,MN,-6
[TVF],48.07,96.18,Thief River,MN,-6
[P61],47.58,90.83,Tofte,MN,-6
[D45],48.93,95.35,Warroad,MN,-6
[OTG],43.65,95.58,Worthington,MN,-6
[CBM],33.65,88.45,Columbus AFB,MS,-6
[GTR],33.45,88.58,Golden Trian,MS,-6
[GLH],33.48,90.98,Greenville,MS,-6
[GWO],33.5,90.08,Greenwood,MS,-6
[GPT],30.4,89.07,Gulfport,MS,-6
[PIB],31.47,89.33,Hattiesburg,MS,-6
[JAN],32.32,90.08,Jackson,MS,-6
[BIX],30.42,88.92,Keesler AFB,MS,-6
[LUL],31.67,89.17,Laurel,MS,-6
[MCB],31.18,90.47,Mccomb,MS,-6
[NMM],32.55,88.57,Meridian NAS,MS,-6
[MEI],32.33,88.75,Meridian/Key,MS,-6
[HEZ],31.62,91.25,Natchez,MS,-6
[UOX],34.39,89.54,Oxford,MS,-6
[TUP],34.27,88.77,Tupelo,MS,-6
[COU],38.82,92.22,Columbia,MO,-6
[CGI],37.23,89.58,Cp Girardeau,MO,-6
[TBN],37.75,92.13,Ft Leonard,MO,-6
[JEF],38.6,92.17,Jefferson City,MO,-6
[JLN],37.17,94.5,Joplin,MO,-6
[MCI],39.32,94.72,Kansas City,MO,-6
[MKC],39.12,94.6,Kansas City,MO,-6
[IRK],40.1,92.55,Kirksville,MO,-6
[UMN],37.33,94.35,Monett,MO,-6
[MKO],35.66,95.36,Muskogee,MO,-6
[P02],36.77,90.47,Poplar Bluff,MO,-6
[GVW],38.85,94.55,Richards-Geb,MO,-6
[P35],40.25,93.72,Spickard,MO,-6
[SGF],37.23,93.38,Springfield,MO,-6
[STJ],40.28,95.53,St Joseph,MO,-6
[STL],38.75,90.37,St Louis,MO,-6
[SUS],38.65,90.63,StLouis/Spirit,MO,-6
[VIH],38.13,91.77,Vichy/Rolla,MO,-6
[H63],37.22,92.42,West Plains,MO,-6
[UNO],36.88,91.9,West Plains,MO,-6
[SZL],38.73,93.55,Whiteman AFB,MO,-6
[BIL],45.8,108.53,Billings,MT,-7
[BZN],45.78,111.15,Bozeman,MT,-7
[4BQ],45.67,105.67,Broadus,MT,-7
[BTM],45.95,112.5,Butte,MT,-7
[CTB],48.6,112.37,Cut Bank,MT,-7
[DLN],45.25,112.55,Dillon,MT,-7
[3DU],46.67,113.15,Drummond,MT,-7
[GGW],48.22,106.62,Glasgow,MT,-7
[GDV],47.13,104.8,Glendive,MT,-7
[GTF],47.48,111.37,Great Falls,MT,-7
[3HT],46.43,109.83,Harlowton,MT,-7
[HVR],48.55,109.77,Havre,MT,-7
[HLN],46.6,112,Helena,MT,-7
[JDN],47.33,106.93,Jordan,MT,-7
[FCA],48.3,114.27,Kalispell,MT,-7
[LWT],47.05,109.45,Lewiston,MT,-7
[LVM],45.7,110.43,Livingston,MT,-7
[GFA],47.5,111.18,Malmstrom,MT,-7
[MLS],46.43,105.87,Miles City,MT,-7
[MSO],46.92,114.08,Missoula,MT,-7
[MQM],44.57,112.32,Monida,MT,-7
[SDY],47.72,104.18,Sidney,MT,-7
[3TH],47.6,115.37,Thompson Fal,MT,-7
[WEY],44.65,111.1,W Yellowston,MT,-7
[WYS],44.68,111.12,W Yellowston,MT,-7
[OLF],48.1,105.58,Wolf Point,MT,-7
[ANW],42.58,99.98,Ainsworth,NE,-7
[AIA],42.05,102.8,Alliance,NE,-7
[BIE],40.32,96.75,Beatrice,NE,-7
[BBW],41.43,99.65,Broken Bow,NE,-7
[BUB],41.78,99.15,Burwell,NE,-7
[CDR],42.83,103.08,Chadron,NE,-7
[OLU],41.45,97.35,Columbus,NE,-7
[CZD],40.87,100,Cozad,NE,-7
[FNB],40.07,95.58,Falls City,NE,-7
[GRI],40.97,98.32,Grand Island,NE,-7
[HSI],40.6,98.43,Hastings,NE,-7
[6V1],40.33,101.39,Imperial,NE,-7
[IML],40.53,101.63,Imperial,NE,-7
[EAR],40.73,99,Kearney,NE,-7
[LNK],40.85,96.75,Lincoln Muni,NE,-7
[MCK],40.22,100.58,Mccook,NE,-7
[MHN],42.05,101.05,Mullen,NE,-7
[OFK],41.98,97.43,Norfolk,NE,-7
[OVN],41.37,96.02,North Omaha,NE,-7
[LBF],41.13,100.68,North Platte,NE,-7
[ONL],42.47,98.68,O'neill,NE,-7
[OFF],41.12,95.92,Offutt AFB,NE,-7
[OMA],41.3,95.9,Omaha/Eppley,NE,-7
[ODX],41.62,98.95,Ord/Sharp,NE,-7
[BFF],41.87,103.6,Scottsbluff,NE,-7
[SNY],41.1,102.98,Sidney Muni,NE,-7
[VTN],42.87,100.55,Valentine,NE,-7
[AUI],39.83,117.13,Austin,NV,-8
[U31],39.5,117.08,Austin,NV,-8
[BAM],40.62,116.87,Battle Mtn,NV,-8
[P38],37.62,114.52,Caliente,NV,-8
[EKO],40.83,115.78,Elko,NV,-8
[ELY],39.28,114.85,Ely/Yelland,NV,-8
[P68],39.5,115.97,Eureka,NV,-8
[NFL],39.42,118.7,Fallon NAS,NV,-8
[HTH],38.55,118.63,Hawthorne,NV,-8
[L63],36.53,115.57,Ind Sprng Rn,NV,-8
[L76],36.57,115.67,Ind Sprng Rn,NV,-8
[LAS],36.08,115.17,Las Vegas,NV,-8
[LOL],40.1,118.92,Lovelock,NV,-8
[DRA],36.62,116.02,Mercury,NV,-8
[LSV],36.23,115.03,Nellis AFB,NV,-8
[OWY],42.58,116.17,Owyhee,NV,-8
[RNO],39.5,119.78,Reno,NV,-8
[TPH],38.07,117.08,Tonopah,NV,-8
[AWH],41.33,116.25,Wildhorse,NV,-8
[WMC],40.9,117.8,Winnemucca,NV,-8
[UCC],37.58,116.08,Yucca Flat,NV,-8
[BML],44.58,71.18,Berlin,NH,-5
[CON],43.2,71.5,Concord,NH,-5
[AFN],42.8,72,Jaffrey,NH,-5
[EEN],42.9,72.27,Keene,NH,-5
[LCI],43.57,71.43,Laconia,NH,-5
[LEB],43.63,72.3,Lebanon,NH,-5
[MHT],42.93,71.43,Manchester,NH,-5
[MWN],44.27,71.3,Mt Washingtn,NH,-5
[ASH],42.78,71.52,Nashua,NH,-5
[PSM],43.08,70.82,Pease AFB,NH,-5
[8B8],44,71.38,Wolfeboro,NH,-5
[ACY],39.45,74.57,Atlantic Cty,NJ,-5
[N78],40.28,74.28,Barnegat Ls,NJ,-5
[CDW],40.87,74.28,Fairfield,NJ,-5
[NEL],40.03,74.35,Lakehurst,NJ,-5
[WRI],40.02,74.6,Mcguire AFB,NJ,-5
[MIV],39.37,75.07,Millville,NJ,-5
[MMU],40.8,74.42,Morristown,NJ,-5
[EWR],40.7,74.17,Newark Intl,NJ,-5
[TEB],40.85,74.05,Teterboro,NJ,-5
[TTN],40.28,74.82,Trenton,NJ,-5
[ABQ],35.05,106.6,Albuquerque,NM,-7
[CVS],34.38,103.32,Cannon,NM,-7
[CNM],32.33,104.27,Carlsbad,NM,-7
[CAO],36.45,103.15,Clayton Arpt,NM,-7
[4CR],34.1,105.68,Corona,NM,-7
[4SL],36.02,106.95,Cuba Awrs,NM,-7
[DMN],32.25,107.7,Deming,NM,-7
[FMN],36.75,108.23,Farmington,NM,-7
[GUP],35.52,108.78,Gallup/Clark,NM,-7
[GNT],35.17,107.9,Grants,NM,-7
[HOB],32.68,103.2,Hobbs,NM,-7
[HMN],32.85,106.1,Holloman AFB,NM,-7
[LRU],32.3,106.77,Las Cruces,NM,-7
[LVS],35.65,105.15,Las Vegas,NM,-7
[LAM],35.88,106.28,Los Alamos,NM,-7
[4MY],34.98,106.05,Moriarity,NM,-7
[E28],32.9,106.4,Northrup Str,NM,-7
[RTN],36.74,104.5,Raton,NM,-7
[ROW],33.3,104.53,Roswell,NM,-7
[SAF],35.62,106.08,Santa Fe,NM,-7
[SVC],32.63,108.17,Silver City,NM,-7
[ONM],34.07,106.9,Socorro,NM,-7
[E23],36.42,105.57,Taos,NM,-7
[TCS],33.23,107.27,Truth Or Con,NM,-7
[TCC],35.18,103.6,Tucumcari,NM,-7
[2C2],32.63,106.4,White Sands,NM,-7
[ALB],42.75,73.8,Albany,NY,-5
[N28],40.75,74.37,Ambrose,NY,-5
[BGM],42.22,75.98,Binghamton,NY,-5
[BUF],42.93,78.73,Buffalo,NY,-5
[DSV],42.97,78.2,Dansville,NY,-5
[ELM],42.17,76.9,Elmira,NY,-5
[FRG],40.73,73.43,Farmingdale,NY,-5
[GTB],44.05,75.73,Fort Drum,NY,-5
[GFL],43.35,73.62,Glens Falls,NY,-5
[RME],43.23,75.4,Griffiss AFB,NY,-5
[ISP],40.78,73.1,Islip,NY,-5
[ITH],42.48,76.47,Ithaca,NY,-5
[JHW],42.15,79.25,Jamestown,NY,-5
[MSS],44.93,74.85,Massena,NY,-5
[MSV],41.7,74.8,Monticello,NY,-5
[NYC],40.77,73.98,New York,NY,-5
[JFK],40.65,73.78,New York/JFK,NY,-5
[LGA],40.77,73.9,New York/LGA,NY,-5
[SWF],41.5,74.1,Newburgh,NY,-5
[IAG],43.1,78.95,Niagara Fall,NY,-5
[OGS],44.68,75.4,Ogdensburg,NY,-5
[N66],42.87,75.12,Oneonta,NY,-5
[PBG],44.65,73.47,Plattsburgh,NY,-5
[POU],41.63,73.88,Poughkeepsie,NY,-5
[ROC],43.12,77.67,Rochester,NY,-5
[ROC],43.12,77.67,Rochester,NY,-5
[SLK],44.38,74.2,Saranac Lk,NY,-5
[SCH],42.85,73.93,Schenectady,NY,-5
[SYR],43.12,76.12,Syracuse,NY,-5
[UCA],43.15,75.38,Utica,NY,-5
[ART],44,76.02,Watertown,NY,-5
[FOK],40.85,72.63,Westhampton,NY,-5
[HPN],41.07,73.72,White Plains,NY,-5
[AVL],35.43,82.55,Asheville,NC,-5
[HAT],35.27,75.55,Cape Hattera,NC,-5
[CLT],35.22,80.93,Charlotte,NC,-5
[NKT],34.9,76.88,Cherry Point,NC,-5
[2DP],36.13,76.5,Dare Co Gr,NC,-5
[44W],35.25,75.5,Diamond Sho,NC,-5
[ECG],36.27,76.18,Elizabeth,NC,-5
[FAY],35,78.88,Fayetteville,NC,-5
[FBG],35.13,78.93,Fort Bragg,NC,-5
[GSO],36.08,79.95,Greensboro,NC,-5
[HKY],35.75,81.38,Hickory,NC,-5
[HSS],35.9,82.82,Hot Springs,NC,-5
[OAJ],34.82,77.62,Jacksonville,NC,-5
[ISO],35.32,77.63,Kinston,NC,-5
[HFF],35.03,79.5,Mackall Aaf,NC,-5
[MQI],35.92,75.68,Manteo Arpt,NC,-5
[EWN],35.08,77.05,New Bern,NC,-5
[NCA],34.7,77.43,New River,NC,-5
[POB],35.17,79.02,Pope AFB,NC,-5
[RDU],35.87,78.78,Raleigh-Durh,NC,-5
[RWI],35.85,77.88,Rocky Mt,NC,-5
[GSB],35.33,77.97,Seymour-John,NC,-5
[SOP],35.24,79.39,Southern Pin,NC,-5
[ILM],34.27,77.92,Wilmington,NC,-5
[INT],36.13,80.23,Winston-Salem,NC,-5
[BIS],46.77,100.75,Bismarck,ND,-6
[DVL],48.12,98.9,Devil's Lake,ND,-6
[P11],48.1,98.87,Devil's Lake,ND,-6
[DIK],46.78,102.8,Dickenson,ND,-6
[FAR],46.9,96.8,Fargo,ND,-6
[GFK],47.95,97.18,Grand Forks,ND,-6
[RDR],47.97,97.4,Grand Forks,ND,-6
[JMS],46.92,98.68,Jamestown,ND,-6
[P67],46.1,97.15,Lidgerwood,ND,-6
[MIB],48.42,101.35,Minot AFB,ND,-6
[MOT],48.27,101.28,Minot Intl,ND,-6
[P24],47.75,101.83,Roseglen,ND,-6
[ISN],48.18,103.63,Williston,ND,-6
[UNI],39.21,82.23,Athens/Albany,OH,-5
[CAK],40.92,81.43,Canton,OH,-5
[CVG],39.05,84.67,Cincinnati,OH,-5
[LUK],39.1,84.43,Cincinnati,OH,-5
[BKL],41.52,81.68,Cleveland,OH,-5
[CGF],41.57,81.48,Cleveland,OH,-5
[CLE],41.42,81.87,Cleveland,OH,-5
[CMH],40,82.88,Columbus,OH,-5
[OSU],40.08,83.07,Columbus Osu,OH,-5
[DAY],39.9,84.2,Dayton,OH,-5
[FDY],41.02,83.67,Findlay,OH,-5
[MFD],40.82,82.52,Mansfield,OH,-5
[LCK],39.82,82.93,Rickenbacker,OH,-5
[TOL],41.6,83.8,Toledo,OH,-5
[LNN],41.63,81.4,Willoughby,OH,-5
[FFO],39.83,84.05,Wright-Pat AFB,OH,-5
[YNG],41.27,80.67,Youngstown,OH,-5
[ZZV],39.95,81.9,Zanesville,OH,-5
[LTS],34.67,99.27,Altus AFB,OK,-6
[ADM],34.3,97.02,Ardmore,OK,-6
[BVO],36.75,96,Bartlesville,OK,-6
[CSM],35.35,99.2,Clinton,OK,-6
[WDG],36.38,97.8,Enid,OK,-6
[FSI],34.65,98.4,Fort Sill,OK,-6
[GAG],36.3,99.77,Gage,OK,-6
[HBR],35,99.05,Hobart,OK,-6
[LAW],34.57,98.42,Lawton,OK,-6
[MLC],34.88,95.78,Mcalester,OK,-6
[OUN],35.23,97.47,Norman,OK,-6
[OKC],35.4,97.6,Oklahoma Cty,OK,-6
[PWA],35.53,97.65,Oklahoma Cty,OK,-6
[PGO],34.68,94.62,Page,OK,-6
[PNC],36.73,97.1,Ponca City,OK,-6
[SWO],36.16,97.09,Stillwater,OK,-6
[TIK],35.42,97.38,Tinker AFB,OK,-6
[TUL],36.2,95.9,Tulsa,OK,-6
[END],36.33,97.92,Vance AFB,OK,-6
[AST],46.15,123.88,Astoria,OR,-8
[3S2],45.25,122.75,Aurora,OR,-8
[BKE],44.83,117.82,Baker,OR,-8
[4BK],42.08,124.47,Brookings,OR,-8
[BNO],43.6,118.95,Burns Arpt,OR,-8
[92S],43.38,124.95,Cape Blanco,OR,-8
[CZK],45.68,121.88,Cascade,OR,-8
[CVO],44.5,123.28,Corvallis,OR,-8
[EUG],44.12,123.22,Eugene,OR,-8
[HIO],45.53,122.95,Hillsboro,OR,-8
[LMT],42.15,121.73,Klamath Fall,OR,-8
[LGD],45.28,118,La Grande,OR,-8
[4LW],42.18,120.35,Lake View,OR,-8
[MEH],45.5,118.4,Meacham,OR,-8
[MFR],42.37,122.87,Medford,OR,-8
[ONP],44.63,124.05,Newport,OR,-8
[OTH],43.42,124.25,North Bend,OR,-8
[ONO],44.02,117.02,Ontario,OR,-8
[PDT],45.68,118.85,Pendleton,OR,-8
[PDX],45.6,122.6,Portland,OR,-8
[RDM],44.27,121.15,Redmond,OR,-8
[RBG],43.23,123.37,Roseburg,OR,-8
[SLE],44.92,123,Salem,OR,-8
[SXT],42.62,123.37,Sexton,OR,-8
[DLS],45.62,121.15,The Dalles,OR,-8
[TTD],45.55,122.4,Troutdale,OR,-8
[ABE],40.65,75.43,Allentown,PA,-5
[AOO],40.3,78.32,Altoona,PA,-5
[BVI],40.75,80.33,Beaver Falls,PA,-5
[BSI],40.27,79.09,Blairsville,PA,-5
[BFD],41.8,78.63,Bradford,PA,-5
[DUJ],41.18,78.9,Dubois,PA,-5
[ERI],42.08,80.18,Erie,PA,-5
[FKL],41.38,79.87,Franklin,PA,-5
[CXY],40.22,76.85,Harrisburg,PA,-5
[HAR],40.37,77.42,Harrisburg,PA,-5
[JST],40.32,78.83,Johnstown,PA,-5
[LNS],40.13,76.3,Lancaster,PA,-5
[LBE],40.28,79.4,Latrobe,PA,-5
[MDT],40.2,76.77,Middletown,PA,-5
[MUI],40.43,76.57,Muir,PA,-5
[PNE],40.08,75.02,Nth Philadel,PA,-5
[PHL],39.88,75.25,Philadelphia,PA,-5
[PSB],41.47,78.13,Philipsburg,PA,-5
[AGC],40.35,79.93,Pittsburgh,PA,-5
[PIT],40.5,80.22,Pittsburgh,PA,-5
[RDG],40.38,75.97,Reading,PA,-5
[43M],39.73,77.43,Site R,PA,-5
[UNV],40.85,77.83,State Colleg,PA,-5
[AVP],41.33,75.73,Wilkes-Barre,PA,-5
[IPT],41.25,76.92,Williamsport,PA,-5
[NXX],40.2,75.15,Willow Grove,PA,-5
[BID],41.17,71.58,Block Island,RI,-5
[OQU],41.6,71.42,Nth Kingston,RI,-5
[PVD],41.73,71.43,Providence,RI,-5
[NCO],41.36,71.25,Quonset Pt NAS,RI,-5
[AND],34.5,82.72,Anderson,SC,-5
[NBC],32.48,80.72,Beaufort Mca,SC,-5
[CHS],32.9,80.03,Charleston,SC,-5
[CAE],33.95,81.12,Columbia,SC,-5
[FLO],34.18,79.72,Florence,SC,-5
[GMU],34.85,82.35,Greenville,SC,-5
[GSP],34.9,82.22,Greenville,SC,-5
[MMT],33.92,80.8,Mcentire,SC,-5
[MYR],33.68,78.93,Myrtle Beach,SC,-5
[CRE],33.82,78.72,Nth Myrtle B,SC,-5
[SSC],33.97,80.47,Shaw AFB,SC,-5
[SPA],34.92,81.96,Spartanburg,SC,-5
[ABR],45.45,98.43,Aberdeen,SD,-5
[BKX],44.3,96.8,Brookings,SD,-5
[9V9],43.8,99.32,Chamberlain,SD,-6
[CHB],43.75,99.32,Chamberlain,SD,-6
[0V1],43.77,103.6,Custer,SD,-6
[RCA],44.15,103.1,Ellsworth Af,SD,-6
[HON],44.38,98.22,Huron,SD,-6
[Y22],45.93,102.17,Lemmon,SD,-6
[MHE],43.77,98.03,Mitchell,SD,-6
[Y26],45.53,100.43,Mobridge,SD,-6
[P05],44.05,101.6,Philip,SD,-6
[PHP],44.05,101.6,Philip,SD,-6
[PIR],44.38,100.28,Pierre,SD,-6
[RAP],44.05,103.07,Rapid City,SD,-6
[REJ],45.16,103.32,Redig,SD,-6
[FSD],43.58,96.73,Sioux Falls,SD,-6
[ATY],44.92,97.15,Watertown,SD,-6
[YKN],42.92,97.38,Yankton,SD,-6
[TRI],36.48,82.4,Bristol,TN,-6
[CHA],35.03,85.2,Chattanooga,TN,-6
[CKV],36.62,87.42,Clarksville,TN,-6
[CSV],35.95,85.08,Crossville,TN,-6
[DYR],36.02,89.4,Dyersburg,TN,-6
[MKL],35.6,88.92,Jackson,TN,-6
[TYS],35.82,83.98,Knoxville,TN,-6
[MEM],35.05,90,Memphis Intl,TN,-6
[NQA],35.35,89.87,Memphis NAS,TN,-6
[MGL],35.15,85.51,Monteagle,TN,-6
[BNA],36.12,86.68,Nashville,TN,-6
[MQY],36,86.5,Smyrna,TN,-6
[ABI],32.42,99.68,Abilene,TX,-6
[ALI],27.73,98.03,Alice,TX,-6
[AMA],35.23,101.7,Amarillo,TX,-6
[AUS],30.3,97.7,Austin,TX,-6
[BSM],30.2,97.68,Bergstrom Af,TX,-6
[BGS],32.39,101.48,Big Sky,TX,-6
[HCA],32.3,101.45,Big Spring,TX,-6
[BRO],25.9,97.43,Brownsville,TX,-6
[BWD],31.79,98.96,Brownwood,TX,-6
[FWH],32.78,97.43,Carswell AFB,TX,-6
[NIR],28.37,97.67,Chase NAS,TX,-6
[CDS],34.43,100.28,Childress,TX,-6
[CLL],30.58,96.37,College Stn,TX,-6
[CRP],27.77,97.5,Corpus Chrst,TX,-6
[NGP],27.7,97.28,Corpus Chrst,TX,-6
[COT],28.45,99.22,Cotulla,TX,-6
[DWH],30.07,95.55,D.w. Hooks,TX,-6
[DHT],36.02,102.55,Dalhart,TX,-6
[NBE],32.73,96.97,Dallas NAS,TX,-6
[ADS],32.97,96.83,Dallas/Addis,TX,-6
[DFW],32.9,97.03,Dallas/FW,TX,-6
[DAL],32.85,96.85,Dallas/Love,TX,-6
[RBD],32.68,96.87,Dallas/Redbr,TX,-6
[DRT],29.37,100.92,Del Rio,TX,-6
[DYS],32.43,99.85,Dyess AFB,TX,-6
[ELP],31.8,106.4,El Paso,TX,-7
[EFD],29.62,95.17,Ellington Af,TX,-6
[FTW],32.82,97.35,Fort Worth,TX,-6
[HLR],31.15,97.72,Ft Hood Aaf,TX,-6
[GLS],29.27,94.87,Galveston,TX,-6
[GRK],31.07,97.83,Gray AFB,TX,-6
[GVT],33.07,96.07,Greenville,TX,-6
[GDP],31.83,104.8,Guadalupe Ps,TX,-6
[HRL],26.23,97.67,Harlingen,TX,-6
[HDO],29.35,99.17,Hondo,TX,-6
[IAH],29.97,95.35,Houston,TX,-6
[HOU],29.65,95.28,Houston/Hobby,TX,-6
[JCT],30.5,99.77,Junction,TX,-6
[SKF],29.38,98.58,Kelly AFB,TX,-6
[ERV],29.98,99.08,Kerrville,TX,-6
[ILE],31.08,97.68,Killeen,TX,-6
[NQI],27.5,97.82,Kingsville,TX,-6
[LRD],27.53,99.47,Laredo Intl,TX,-6
[DLF],29.37,100.78,Laughlin AFB,TX,-6
[GGG],32.38,94.72,Longview,TX,-6
[LBB],33.65,101.82,Lubbock,TX,-6
[LFK],31.23,94.75,Lufkin,TX,-6
[MRF],30.37,104.02,Marfa,TX,-6
[MFE],26.18,98.23,Mcallen,TX,-6
[MAF],31.95,102.18,Midland,TX,-6
[MWL],32.78,98.07,Mineral Wlls,TX,-6
[PSX],28.72,96.25,Palacios,TX,-6
[PRX],33.63,95.45,Paris/Cox,TX,-6
[PVW],34.17,101.71,Plainview,TX,-6
[BPT],30.58,94.02,Port Arthur,TX,-6
[RND],29.53,98.28,Randolph AFB,TX,-6
[REE],33.6,102.05,Reese AFB,TX,-6
[RKP],28.08,97.03,Rockport,TX,-6
[SJT],31.37,100.5,San Angelo,TX,-6
[SAT],29.53,98.47,San Antonio,TX,-6
[SSF],29.33,98.47,San Antonio,TX,-6
[P07],30.17,102.42,Sanderson,TX,-6
[F39],33.72,96.67,Sherman-Deni,TX,-6
[T46],28.03,95.87,South Brazos,TX,-6
[SEP],32.22,98.18,Stephenville,TX,-6
[TPL],31.15,97.42,Temple,TX,-6
[TYR],32.37,95.4,Tyler/Pounds,TX,-6
[VCT],28.85,96.92,Victoria,TX,-6
[ACT],31.62,97.22,Waco-Madison,TX,-6
[SPS],33.98,98.5,Wichita Flls,TX,-6
[INK],31.78,103.2,Wink,TX,-6
[4BL],38.03,109.78,Blanding,UT,-7
[U17],37.5,110.7,Bullfrog Mar,UT,-7
[CDC],37.7,113.1,Cedar City,UT,-7
[U24],39.33,112.58,Delta,UT,-7
[DPG],40.2,112.93,Dugway Prvgr,UT,-7
[U16],41.05,113.07,Eagle Range,UT,-7
[U28],39,110.15,Green River,UT,-7
[4HV],38.37,110.72,Hanksville,UT,-7
